beaten_0,gain_0,beaten_1,gain_1,beaten_2,gain_2,beaten_3,gain_3,beaten_4,gain_4,beaten_5,gain_5,beaten_6,gain_6,beaten_7,gain_7
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,149.60000000000105,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,149.60000000000105,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,149.60000000000105,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.00000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,80.60000000000107,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,183.60000000000105,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,185.40000000000103,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,6,158.6000000000011,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,187.200000000001,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,191.40000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,191.40000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,135.40000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.00000000000104
7,362.6000000000009,7,328.6000000000012,6,257.8000000000009,6,193.80000000000103,7,141.00000000000128,6,81.80000000000106,6,55.600000000001074,6,21.000000000001037
